fid,profile,record_type,namespace,namespace_for_id,field_id,ui_info_group,ui_path,ui_field_label,xml_path,xml_field_name,data_type,required,repeats,group_repeats,data_source,option_list_values,diff_info
anthro_7-0-0 insurance ns2:insurances_common insuranceIndemnityValue,anthro_7-0-0,insurance,ns2:insurances_common,ns2:insurances_common,insurances_common.insuranceIndemnityValue,Insurance and Indemnity Information,Insurance/indemnity price,Insurance/indemnity price value,"",insuranceIndemnityValue,float,n,n,n/a,"","",
ohc_1-0-18_7-2 insurance ns2:insurances_common insuranceIndemnityValue,ohc_1-0-18_7-2,insurance,ns2:insurances_common,ns2:insurances_common,insurances_common.insuranceIndemnityValue,Insurance and Indemnity Information,Insurance/indemnity price,Insurance/indemnity price value,"",insuranceIndemnityValue,float,n,n,n/a,"","",
anthro_7-0-0 insurance ns2:insurances_common minimumLiabilityCurrency,anthro_7-0-0,insurance,ns2:insurances_common,ns2:insurances_common,insurances_common.minimumLiabilityCurrency,Insurance and Indemnity Information,Minimum liability price,Minimum liability price currency,"",minimumLiabilityCurrency,string,n,n,n/a,vocabulary: currency,"",
ohc_1-0-18_7-2 insurance ns2:insurances_common minimumLiabilityCurrency,ohc_1-0-18_7-2,insurance,ns2:insurances_common,ns2:insurances_common,insurances_common.minimumLiabilityCurrency,Insurance and Indemnity Information,Minimum liability price,Minimum liability price currency,"",minimumLiabilityCurrency,string,n,n,n/a,vocabulary: currency,"",
anthro_7-0-0 insurance ns2:insurances_common minimumLiabilityValue,anthro_7-0-0,insurance,ns2:insurances_common,ns2:insurances_common,insurances_common.minimumLiabilityValue,Insurance and Indemnity Information,Minimum liability price,Minimum liability price value,"",minimumLiabilityValue,float,n,n,n/a,"","",
ohc_1-0-18_7-2 insurance ns2:insurances_common minimumLiabilityValue,ohc_1-0-18_7-2,insurance,ns2:insurances_common,ns2:insurances_common,insurances_common.minimumLiabilityValue,Insurance and Indemnity Information,Minimum liability price,Minimum liability price value,"",minimumLiabilityValue,float,n,n,n/a,"","",
anthro_7-0-0 insurance ns2:insurances_common insuranceIndemnityAuthorizer,anthro_7-0-0,insurance,ns2:insurances_common,ns2:insurances_common,insurances_common.insuranceIndemnityAuthorizer,Insurance and Indemnity Information,Authorization,Authorizer,"",insuranceIndemnityAuthorizer,string,n,n,n/a,authority: person/local; authority: person/ulan,"",
ohc_1-0-18_7-2 insurance ns2:insurances_common insuranceIndemnityAuthorizer,ohc_1-0-18_7-2,insurance,ns2:insurances_common,ns2:insurances_common,insurances_common.insuranceIndemnityAuthorizer,Insurance and Indemnity Information,Authorization,Authorizer,"",insuranceIndemnityAuthorizer,string,n,n,n/a,authority: person/local; authority: person/ulan,"",
anthro_7-0-0 insurance ns2:insurances_common insuranceIndemnityAuthorizationDate,anthro_7-0-0,insurance,ns2:insurances_common,ns2:insurances_common,insurances_common.insuranceIndemnityAuthorizationDate,Insurance and Indemnity Information,Authorization,Authorization date,"",insuranceIndemnityAuthorizationDate,date,n,n,n/a,"","",
ohc_1-0-18_7-2 insurance ns2:insurances_common insuranceIndemnityAuthorizationDate,ohc_1-0-18_7-2,insurance,ns2:insurances_common,ns2:insurances_common,insurances_common.insuranceIndemnityAuthorizationDate,Insurance and Indemnity Information,Authorization,Authorization date,"",insuranceIndemnityAuthorizationDate,date,n,n,n/a,"","",
anthro_7-0-0 insurance ns2:insurances_common insuranceIndemnityStatus,anthro_7-0-0,insurance,ns2:insurances_common,ns2:insurances_common,insurances_common.insuranceIndemnityStatus,Insurance and Indemnity Information,Status,Status type,insuranceIndemnityStatusGroupList > insuranceIndemnityStatusGroup,insuranceIndemnityStatus,string,n,n,y,vocabulary: insurancestatus,"",
ohc_1-0-18_7-2 insurance ns2:insurances_common insuranceIndemnityStatus,ohc_1-0-18_7-2,insurance,ns2:insurances_common,ns2:insurances_common,insurances_common.insuranceIndemnityStatus,Insurance and Indemnity Information,Status,Status type,insuranceIndemnityStatusGroupList > insuranceIndemnityStatusGroup,insuranceIndemnityStatus,string,n,n,y,vocabulary: insurancestatus,"",
anthro_7-0-0 insurance ns2:insurances_common insuranceIndemnityStatusDate,anthro_7-0-0,insurance,ns2:insurances_common,ns2:insurances_common,insurances_common.insuranceIndemnityStatusDate,Insurance and Indemnity Information,Status,Status date,insuranceIndemnityStatusGroupList > insuranceIndemnityStatusGroup,insuranceIndemnityStatusDate,date,n,n,y,"","",
ohc_1-0-18_7-2 insurance ns2:insurances_common insuranceIndemnityStatusDate,ohc_1-0-18_7-2,insurance,ns2:insurances_common,ns2:insurances_common,insurances_common.insuranceIndemnityStatusDate,Insurance and Indemnity Information,Status,Status date,insuranceIndemnityStatusGroupList > insuranceIndemnityStatusGroup,insuranceIndemnityStatusDate,date,n,n,y,"","",
anthro_7-0-0 insurance ns2:insurances_common insuranceIndemnityStatusNote,anthro_7-0-0,insurance,ns2:insurances_common,ns2:insurances_common,insurances_common.insuranceIndemnityStatusNote,Insurance and Indemnity Information,Status,Status note,insuranceIndemnityStatusGroupList > insuranceIndemnityStatusGroup,insuranceIndemnityStatusNote,string,n,n,y,"","",
ohc_1-0-18_7-2 insurance ns2:insurances_common insuranceIndemnityStatusNote,ohc_1-0-18_7-2,insurance,ns2:insurances_common,ns2:insurances_common,insurances_common.insuranceIndemnityStatusNote,Insurance and Indemnity Information,Status,Status note,insuranceIndemnityStatusGroupList > insuranceIndemnityStatusGroup,insuranceIndemnityStatusNote,string,n,n,y,"","",
anthro_7-0-0 insurance ns2:insurances_common insuranceIndemnityNote,anthro_7-0-0,insurance,ns2:insurances_common,ns2:insurances_common,insurances_common.insuranceIndemnityNote,Insurance and Indemnity Information,"",Note,"",insuranceIndemnityNote,string,n,n,n/a,"","",
ohc_1-0-18_7-2 insurance ns2:insurances_common insuranceIndemnityNote,ohc_1-0-18_7-2,insurance,ns2:insurances_common,ns2:insurances_common,insurances_common.insuranceIndemnityNote,Insurance and Indemnity Information,"",Note,"",insuranceIndemnityNote,string,n,n,n/a,"","",
anthro_7-0-0 insurance ns2:insurances_common insuranceIndemnityQuoteProvider,anthro_7-0-0,insurance,ns2:insurances_common,ns2:insurances_common,insurances_common.insuranceIndemnityQuoteProvider,Insurance and Indemnity Information,Quote,Quote provider,quoteProviderGroupList > quoteProviderGroup,insuranceIndemnityQuoteProvider,string,n,n,y,authority: person/local; authority: person/ulan; authority: organization/local; authority: organization/ulan,"",
ohc_1-0-18_7-2 insurance ns2:insurances_common insuranceIndemnityQuoteProvider,ohc_1-0-18_7-2,insurance,ns2:insurances_common,ns2:insurances_common,insurances_common.insuranceIndemnityQuoteProvider,Insurance and Indemnity Information,Quote,Quote provider,quoteProviderGroupList > quoteProviderGroup,insuranceIndemnityQuoteProvider,string,n,n,y,authority: person/local; authority: person/ulan; authority: organization/local; authority: organization/ulan,"",
anthro_7-0-0 insurance ns2:insurances_common insuranceIndemnityQuoteCurrency,anthro_7-0-0,insurance,ns2:insurances_common,ns2:insurances_common,insurances_common.insuranceIndemnityQuoteCurrency,Insurance and Indemnity Information,Quote,Quote currency,quoteProviderGroupList > quoteProviderGroup,insuranceIndemnityQuoteCurrency,string,n,n,y,vocabulary: currency,"",
ohc_1-0-18_7-2 insurance ns2:insurances_common insuranceIndemnityQuoteCurrency,ohc_1-0-18_7-2,insurance,ns2:insurances_common,ns2:insurances_common,insurances_common.insuranceIndemnityQuoteCurrency,Insurance and Indemnity Information,Quote,Quote currency,quoteProviderGroupList > quoteProviderGroup,insuranceIndemnityQuoteCurrency,string,n,n,y,vocabulary: currency,"",
anthro_7-0-0 insurance ns2:insurances_common insuranceIndemnityQuoteValue,anthro_7-0-0,insurance,ns2:insurances_common,ns2:insurances_common,insurances_common.insuranceIndemnityQuoteValue,Insurance and Indemnity Information,Quote,Quote value,quoteProviderGroupList > quoteProviderGroup,insuranceIndemnityQuoteValue,float,n,n,y,"","",
ohc_1-0-18_7-2 insurance ns2:insurances_common insuranceIndemnityQuoteValue,ohc_1-0-18_7-2,insurance,ns2:insurances_common,ns2:insurances_common,insurances_common.insuranceIndemnityQuoteValue,Insurance and Indemnity Information,Quote,Quote value,quoteProviderGroupList > quoteProviderGroup,insuranceIndemnityQuoteValue,float,n,n,y,"","",
anthro_7-0-0 insurance ns2:insurances_common insuranceIndemnityQuoteDate,anthro_7-0-0,insurance,ns2:insurances_common,ns2:insurances_common,insurances_common.insuranceIndemnityQuoteDate,Insurance and Indemnity Information,Quote,Quote date,quoteProviderGroupList > quoteProviderGroup,insuranceIndemnityQuoteDate,date,n,n,y,"","",
ohc_1-0-18_7-2 insurance ns2:insurances_common insuranceIndemnityQuoteDate,ohc_1-0-18_7-2,insurance,ns2:insurances_common,ns2:insurances_common,insurances_common.insuranceIndemnityQuoteDate,Insurance and Indemnity Information,Quote,Quote date,quoteProviderGroupList > quoteProviderGroup,insuranceIndemnityQuoteDate,date,n,n,y,"","",
anthro_7-0-0 intake ns2:intakes_common entryNumber,anthro_7-0-0,intake,ns2:intakes_common,ns2:intakes_common,intakes_common.entryNumber,Object Entry Information,"",Entry number,"",entryNumber,string,y,n,n/a,"","",
ohc_1-0-18_7-2 intake ns2:intakes_common entryNumber,ohc_1-0-18_7-2,intake,ns2:intakes_common,ns2:intakes_common,intakes_common.entryNumber,Object Entry Information,"",Entry number,"",entryNumber,string,y,n,n/a,"","",
anthro_7-0-0 intake ns2:intakes_common entryDate,anthro_7-0-0,intake,ns2:intakes_common,ns2:intakes_common,intakes_common.entryDate,Object Entry Information,"",Entry date,"",entryDate,date,n,n,n/a,"","",
ohc_1-0-18_7-2 intake ns2:intakes_common entryDate,ohc_1-0-18_7-2,intake,ns2:intakes_common,ns2:intakes_common,intakes_common.entryDate,Object Entry Information,"",Entry date,"",entryDate,date,n,n,n/a,"","",
anthro_7-0-0 intake ns2:intakes_common entryReason,anthro_7-0-0,intake,ns2:intakes_common,ns2:intakes_common,intakes_common.entryReason,Object Entry Information,"",Entry reason,"",entryReason,string,n,n,n/a,option list: entryReasons,"commission, consideration, enquiry, loan",
ohc_1-0-18_7-2 intake ns2:intakes_common entryReason,ohc_1-0-18_7-2,intake,ns2:intakes_common,ns2:intakes_common,intakes_common.entryReason,Object Entry Information,"",Entry reason,"",entryReason,string,n,n,n/a,option list: entryReasons,"loan, referral",
anthro_7-0-0 intake ns2:intakes_common entryMethod,anthro_7-0-0,intake,ns2:intakes_common,ns2:intakes_common,intakes_common.entryMethod,Object Entry Information,"",Entry method,entryMethods,entryMethod,string,n,y,n,vocabulary: entrymethod,"",
ohc_1-0-18_7-2 intake ns2:intakes_common entryMethod,ohc_1-0-18_7-2,intake,ns2:intakes_common,ns2:intakes_common,intakes_common.entryMethod,Object Entry Information,"",Entry method,entryMethods,entryMethod,string,n,y,n,vocabulary: entrymethod,"",
anthro_7-0-0 intake ns2:intakes_common returnDate,anthro_7-0-0,intake,ns2:intakes_common,ns2:intakes_common,intakes_common.returnDate,Object Entry Information,"",Return date,"",returnDate,date,n,n,n/a,"","",
ohc_1-0-18_7-2 intake ns2:intakes_common returnDate,ohc_1-0-18_7-2,intake,ns2:intakes_common,ns2:intakes_common,intakes_common.returnDate,Object Entry Information,"",Return date,"",returnDate,date,n,n,n/a,"","",
anthro_7-0-0 intake ns2:intakes_common currentOwner,anthro_7-0-0,intake,ns2:intakes_common,ns2:intakes_common,intakes_common.currentOwner,Object Entry Information,"",Current owner,currentOwners,currentOwner,string,n,y,n,authority: person/local; authority: organization/local,"",
ohc_1-0-18_7-2 intake ns2:intakes_common currentOwner,ohc_1-0-18_7-2,intake,ns2:intakes_common,ns2:intakes_common,intakes_common.currentOwner,Object Entry Information,"",Current owner,currentOwners,currentOwner,string,n,y,n,authority: person/local; authority: organization/local,"",
anthro_7-0-0 intake ns2:intakes_common depositor,anthro_7-0-0,intake,ns2:intakes_common,ns2:intakes_common,intakes_common.depositor,Object Entry Information,Depositor,Depositor name,depositorGroupList > depositorGroup,depositor,string,n,n,y,authority: person/local; authority: organization/local,"",
ohc_1-0-18_7-2 intake ns2:intakes_common depositor,ohc_1-0-18_7-2,intake,ns2:intakes_common,ns2:intakes_common,intakes_common.depositor,Object Entry Information,Depositor,Depositor name,depositorGroupList > depositorGroup,depositor,string,n,n,y,authority: person/local; authority: organization/local,"",
anthro_7-0-0 intake ns2:intakes_common depositorsRequirements,anthro_7-0-0,intake,ns2:intakes_common,ns2:intakes_common,intakes_common.depositorsRequirements,Object Entry Information,Depositor,Depositor requirements,depositorGroupList > depositorGroup,depositorsRequirements,string,n,n,y,"","",
ohc_1-0-18_7-2 intake ns2:intakes_common depositorsRequirements,ohc_1-0-18_7-2,intake,ns2:intakes_common,ns2:intakes_common,intakes_common.depositorsRequirements,Object Entry Information,Depositor,Depositor requirements,depositorGroupList > depositorGroup,depositorsRequirements,string,n,n,y,"","",
anthro_7-0-0 intake ns2:intakes_common approvalGroup,anthro_7-0-0,intake,ns2:intakes_common,ns2:intakes_common,intakes_common.approvalGroup,Object Entry Information,Approval,Approval,approvalGroupList > approvalGroup,approvalGroup,string,n,n,y,vocabulary: deaccessionapprovalgroup,"",
ohc_1-0-18_7-2 intake ns2:intakes_common approvalGroup,ohc_1-0-18_7-2,intake,ns2:intakes_common,ns2:intakes_common,intakes_common.approvalGroup,Object Entry Information,Approval,Approval,approvalGroupList > approvalGroup,approvalGroup,string,n,n,y,vocabulary: deaccessionapprovalgroup,"",
anthro_7-0-0 intake ns2:intakes_common approvalIndividual,anthro_7-0-0,intake,ns2:intakes_common,ns2:intakes_common,intakes_common.approvalIndividual,Object Entry Information,Approval,Approval individual,approvalGroupList > approvalGroup,approvalIndividual,string,n,n,y,authority: person/local,"",
ohc_1-0-18_7-2 intake ns2:intakes_common approvalIndividual,ohc_1-0-18_7-2,intake,ns2:intakes_common,ns2:intakes_common,intakes_common.approvalIndividual,Object Entry Information,Approval,Approval individual,approvalGroupList > approvalGroup,approvalIndividual,string,n,n,y,authority: person/local,"",
anthro_7-0-0 intake ns2:intakes_common approvalStatus,anthro_7-0-0,intake,ns2:intakes_common,ns2:intakes_common,intakes_common.approvalStatus,Object Entry Information,Approval,Approval status,approvalGroupList > approvalGroup,approvalStatus,string,n,n,y,vocabulary: deaccessionapprovalstatus,"",
ohc_1-0-18_7-2 intake ns2:intakes_common approvalStatus,ohc_1-0-18_7-2,intake,ns2:intakes_common,ns2:intakes_common,intakes_common.approvalStatus,Object Entry Information,Approval,Approval status,approvalGroupList > approvalGroup,approvalStatus,string,n,n,y,vocabulary: deaccessionapprovalstatus,"",
anthro_7-0-0 intake ns2:intakes_common approvalDate,anthro_7-0-0,intake,ns2:intakes_common,ns2:intakes_common,intakes_common.approvalDate,Object Entry Information,Approval,Approval status date,approvalGroupList > approvalGroup,approvalDate,date,n,n,y,"","",
ohc_1-0-18_7-2 intake ns2:intakes_common approvalDate,ohc_1-0-18_7-2,intake,ns2:intakes_common,ns2:intakes_common,intakes_common.approvalDate,Object Entry Information,Approval,Approval status date,approvalGroupList > approvalGroup,approvalDate,date,n,n,y,"","",
anthro_7-0-0 intake ns2:intakes_common approvalNote,anthro_7-0-0,intake,ns2:intakes_common,ns2:intakes_common,intakes_common.approvalNote,Object Entry Information,Approval,Approval note,approvalGroupList > approvalGroup,approvalNote,string,n,n,y,"","",
ohc_1-0-18_7-2 intake ns2:intakes_common approvalNote,ohc_1-0-18_7-2,intake,ns2:intakes_common,ns2:intakes_common,intakes_common.approvalNote,Object Entry Information,Approval,Approval note,approvalGroupList > approvalGroup,approvalNote,string,n,n,y,"","",
anthro_7-0-0 intake ns2:intakes_common entryNote,anthro_7-0-0,intake,ns2:intakes_common,ns2:intakes_common,intakes_common.entryNote,Object Entry Information,"",Entry note,"",entryNote,string,n,n,n/a,"","",
ohc_1-0-18_7-2 intake ns2:intakes_common entryNote,ohc_1-0-18_7-2,intake,ns2:intakes_common,ns2:intakes_common,intakes_common.entryNote,Object Entry Information,"",Entry note,"",entryNote,string,n,n,n/a,"","",
anthro_7-0-0 intake ns2:intakes_common packingNote,anthro_7-0-0,intake,ns2:intakes_common,ns2:intakes_common,intakes_common.packingNote,Object Entry Information,"",Packing note,"",packingNote,string,n,n,n/a,"","",
ohc_1-0-18_7-2 intake ns2:intakes_common packingNote,ohc_1-0-18_7-2,intake,ns2:intakes_common,ns2:intakes_common,intakes_common.packingNote,Object Entry Information,"",Rationale,"",packingNote,string,n,n,n/a,"","",
