fid,profile,record_type,namespace,namespace_for_id,field_id,ui_info_group,ui_path,ui_field_label,xml_path,xml_field_name,data_type,required,repeats,group_repeats,data_source,option_list_values,dumbfieldname,new?
fcart objectexit ns2:objectexit_common deaccessionApprovalStatus,fcart,objectexit,ns2:objectexit_common,ns2:objectexit_common,objectexit_common.deaccessionApprovalStatus,Deaccession and Disposal Information,Deaccession approval,Deaccession approval status,deacApprovalGroupList > deacApprovalGroup,deaccessionApprovalStatus,string,n,n,y,vocabulary: deaccessionapprovalstatus,"",objectexit deaccessionApprovalStatus,""
fcart objectexit ns2:objectexit_common deaccessionApprovalDate,fcart,objectexit,ns2:objectexit_common,ns2:objectexit_common,objectexit_common.deaccessionApprovalDate,Deaccession and Disposal Information,Deaccession approval,Deaccession approval status date,deacApprovalGroupList > deacApprovalGroup,deaccessionApprovalDate,date,n,n,y,"","",objectexit deaccessionApprovalDate,""
fcart objectexit ns2:objectexit_common deaccessionApprovalNote,fcart,objectexit,ns2:objectexit_common,ns2:objectexit_common,objectexit_common.deaccessionApprovalNote,Deaccession and Disposal Information,Deaccession approval,Deaccession approval note,deacApprovalGroupList > deacApprovalGroup,deaccessionApprovalNote,string,n,n,y,"","",objectexit deaccessionApprovalNote,""
fcart objectexit ns2:objectexit_common deaccessionDate,fcart,objectexit,ns2:objectexit_common,ns2:objectexit_common,objectexit_common.deaccessionDate,Deaccession and Disposal Information,"",Deaccession date,"",deaccessionDate,date,n,n,n/a,"","",objectexit deaccessionDate,""
fcart objectexit ns2:objectexit_common disposalDate,fcart,objectexit,ns2:objectexit_common,ns2:objectexit_common,objectexit_common.disposalDate,Deaccession and Disposal Information,"",Disposal date,"",disposalDate,date,n,n,n/a,"","",objectexit disposalDate,""
fcart objectexit ns2:objectexit_common disposalMethod,fcart,objectexit,ns2:objectexit_common,ns2:objectexit_common,objectexit_common.disposalMethod,Deaccession and Disposal Information,"",Disposal method,"",disposalMethod,string,n,n,n/a,vocabulary: disposalmethod,"",objectexit disposalMethod,""
fcart objectexit ns2:objectexit_common displosalReason,fcart,objectexit,ns2:objectexit_common,ns2:objectexit_common,objectexit_common.displosalReason,Deaccession and Disposal Information,"",Disposal reason,"",displosalReason,string,n,n,n/a,"","",objectexit displosalReason,""
fcart objectexit ns2:objectexit_common disposalProposedRecipient,fcart,objectexit,ns2:objectexit_common,ns2:objectexit_common,objectexit_common.disposalProposedRecipient,Deaccession and Disposal Information,"",Disposal proposed recipient,"",disposalProposedRecipient,string,n,n,n/a,authority: person/local; authority: organization/local,"",objectexit disposalProposedRecipient,""
fcart objectexit ns2:objectexit_common disposalRecipient,fcart,objectexit,ns2:objectexit_common,ns2:objectexit_common,objectexit_common.disposalRecipient,Deaccession and Disposal Information,"",Disposal recipient,"",disposalRecipient,string,n,n,n/a,authority: person/local; authority: organization/local,"",objectexit disposalRecipient,""
fcart objectexit ns2:objectexit_common disposalCurrency,fcart,objectexit,ns2:objectexit_common,ns2:objectexit_common,objectexit_common.disposalCurrency,Deaccession and Disposal Information,Disposal,Disposal currency,"",disposalCurrency,string,n,n,n/a,vocabulary: currency,"",objectexit disposalCurrency,""
fcart objectexit ns2:objectexit_common displosalValue,fcart,objectexit,ns2:objectexit_common,ns2:objectexit_common,objectexit_common.displosalValue,Deaccession and Disposal Information,Disposal,Disposal value,"",displosalValue,float,n,n,n/a,"","",objectexit displosalValue,""
fcart objectexit ns2:objectexit_common groupDisposalCurrency,fcart,objectexit,ns2:objectexit_common,ns2:objectexit_common,objectexit_common.groupDisposalCurrency,Deaccession and Disposal Information,Group disposal,Group disposal currency,"",groupDisposalCurrency,string,n,n,n/a,vocabulary: currency,"",objectexit groupDisposalCurrency,""
fcart objectexit ns2:objectexit_common groupDisplosalValue,fcart,objectexit,ns2:objectexit_common,ns2:objectexit_common,objectexit_common.groupDisplosalValue,Deaccession and Disposal Information,Group disposal,Group disposal value,"",groupDisplosalValue,float,n,n,n/a,"","",objectexit groupDisplosalValue,""
fcart objectexit ns2:objectexit_common displosalProvisos,fcart,objectexit,ns2:objectexit_common,ns2:objectexit_common,objectexit_common.displosalProvisos,Deaccession and Disposal Information,"",Disposal provisos,"",displosalProvisos,string,n,n,n/a,"","",objectexit displosalProvisos,""
fcart objectexit ns2:objectexit_common displosalNote,fcart,objectexit,ns2:objectexit_common,ns2:objectexit_common,objectexit_common.displosalNote,Deaccession and Disposal Information,"",Disposal note,"",displosalNote,string,n,n,n/a,"","",objectexit displosalNote,""
fcart organization ns2:organizations_common termDisplayName,fcart,organization,ns2:organizations_common,ns2:organizations_common,organizations_common.termDisplayName,Organization Information,Term,Term display name,orgTermGroupList > orgTermGroup,termDisplayName,string,y,n,y,"","",organization termDisplayName,""
fcart organization ns2:organizations_common termName,fcart,organization,ns2:organizations_common,ns2:organizations_common,organizations_common.termName,Organization Information,Term,Term name,orgTermGroupList > orgTermGroup,termName,string,n,n,y,"","",organization termName,""
fcart organization ns2:organizations_common termQualifier,fcart,organization,ns2:organizations_common,ns2:organizations_common,organizations_common.termQualifier,Organization Information,Term,Term qualifier,orgTermGroupList > orgTermGroup,termQualifier,string,n,n,y,"","",organization termQualifier,""
fcart organization ns2:organizations_common termStatus,fcart,organization,ns2:organizations_common,ns2:organizations_common,organizations_common.termStatus,Organization Information,Term,Term status,orgTermGroupList > orgTermGroup,termStatus,string,n,n,y,option list: orgTermStatuses,"accepted, provisional, rejected, under review",organization termStatus,""
fcart organization ns2:organizations_common termType,fcart,organization,ns2:organizations_common,ns2:organizations_common,organizations_common.termType,Organization Information,Term,Term type,orgTermGroupList > orgTermGroup,termType,string,n,n,y,option list: orgTermTypes,"alternate descriptor, descriptor, used for term",organization termType,""
fcart organization ns2:organizations_common termFlag,fcart,organization,ns2:organizations_common,ns2:organizations_common,organizations_common.termFlag,Organization Information,Term,Term flag,orgTermGroupList > orgTermGroup,termFlag,string,n,n,y,vocabulary: orgtermflag,"",organization termFlag,""
fcart organization ns2:organizations_common termLanguage,fcart,organization,ns2:organizations_common,ns2:organizations_common,organizations_common.termLanguage,Organization Information,Term,Term language,orgTermGroupList > orgTermGroup,termLanguage,string,n,n,y,vocabulary: languages,"",organization termLanguage,""
fcart organization ns2:organizations_common termPrefForLang,fcart,organization,ns2:organizations_common,ns2:organizations_common,organizations_common.termPrefForLang,Organization Information,Term,Term preferred for lang,orgTermGroupList > orgTermGroup,termPrefForLang,boolean,n,n,y,"","",organization termPrefForLang,""
fcart organization ns2:organizations_common mainBodyName,fcart,organization,ns2:organizations_common,ns2:organizations_common,organizations_common.mainBodyName,Organization Information,Term > Name detail,Term main body name,orgTermGroupList > orgTermGroup,mainBodyName,string,n,n,y,"","",organization mainBodyName,""
fcart organization ns2:organizations_common additionsToName,fcart,organization,ns2:organizations_common,ns2:organizations_common,organizations_common.additionsToName,Organization Information,Term > Name detail,Term name addition,orgTermGroupList > orgTermGroup,additionsToName,string,n,n,y,"","",organization additionsToName,""
fcart organization ns2:organizations_common termSource,fcart,organization,ns2:organizations_common,ns2:organizations_common,organizations_common.termSource,Organization Information,Term > Source,Term source name,orgTermGroupList > orgTermGroup,termSource,string,n,n,y,authority: citation/local; authority: citation/worldcat,"",organization termSource,""
fcart organization ns2:organizations_common termSourceDetail,fcart,organization,ns2:organizations_common,ns2:organizations_common,organizations_common.termSourceDetail,Organization Information,Term > Source,Term source detail,orgTermGroupList > orgTermGroup,termSourceDetail,string,n,n,y,"","",organization termSourceDetail,""
fcart organization ns2:organizations_common termSourceID,fcart,organization,ns2:organizations_common,ns2:organizations_common,organizations_common.termSourceID,Organization Information,Term > Source,Term source ID,orgTermGroupList > orgTermGroup,termSourceID,string,n,n,y,"","",organization termSourceID,""
fcart organization ns2:organizations_common termSourceNote,fcart,organization,ns2:organizations_common,ns2:organizations_common,organizations_common.termSourceNote,Organization Information,Term > Source,Term source note,orgTermGroupList > orgTermGroup,termSourceNote,string,n,n,y,"","",organization termSourceNote,""
fcart organization ns2:organizations_common organizationRecordType,fcart,organization,ns2:organizations_common,ns2:organizations_common,organizations_common.organizationRecordType,Organization Information,"",Organization type,organizationRecordTypes,organizationRecordType,string,n,y,n,vocabulary: organizationtype,"",organization organizationRecordType,""
fcart organization ns2:organizations_common foundingDateGroup,fcart,organization,ns2:organizations_common,ns2:organizations_common,organizations_common.foundingDateGroup,Organization Information,"",Foundation date,"",foundingDateGroup,structured date group,n,n,n/a,"","",organization foundingDateGroup,""
fcart organization ns2:organizations_common foundingPlace,fcart,organization,ns2:organizations_common,ns2:organizations_common,organizations_common.foundingPlace,Organization Information,"",Foundation place,"",foundingPlace,string,n,n,n/a,"","",organization foundingPlace,""
fcart organization ns2:organizations_common dissolutionDateGroup,fcart,organization,ns2:organizations_common,ns2:organizations_common,organizations_common.dissolutionDateGroup,Organization Information,"",Dissolution date,"",dissolutionDateGroup,structured date group,n,n,n/a,"","",organization dissolutionDateGroup,""
fcart organization ns2:organizations_common nameNote,fcart,organization,ns2:organizations_common,ns2:organizations_common,organizations_common.nameNote,Organization Information,"",Name note,"",nameNote,string,n,n,n/a,"","",organization nameNote,y
fcart organization ns2:organizations_common group,fcart,organization,ns2:organizations_common,ns2:organizations_common,organizations_common.group,Organization Information,"",Group,groups,group,string,n,y,n,"","",organization group,""
fcart organization ns2:organizations_common function,fcart,organization,ns2:organizations_common,ns2:organizations_common,organizations_common.function,Organization Information,"",Function,functions,function,string,n,y,n,"","",organization function,""
fcart organization ns2:organizations_common historyNote,fcart,organization,ns2:organizations_common,ns2:organizations_common,organizations_common.historyNote,Organization Information,"",History,historyNotes,historyNote,string,n,y,n,"","",organization historyNote,""
fcart organization ns2:organizations_common contactName,fcart,organization,ns2:organizations_common,ns2:organizations_common,organizations_common.contactName,Organization Information,Contact person,Contact name,contactGroupList > contactGroup,contactName,string,n,n,y,authority: person/local,"",organization contactName,""
fcart organization ns2:organizations_common contactRole,fcart,organization,ns2:organizations_common,ns2:organizations_common,organizations_common.contactRole,Organization Information,Contact person,Contact role,contactGroupList > contactGroup,contactRole,string,n,n,y,vocabulary: contactrole,"",organization contactRole,""
fcart organization ns2:organizations_common contactDateGroup,fcart,organization,ns2:organizations_common,ns2:organizations_common,organizations_common.contactDateGroup,Organization Information,Contact person,Contact date,contactGroupList > contactGroup,contactDateGroup,structured date group,n,n,y,"","",organization contactDateGroup,""
fcart organization ns2:organizations_common contactEndDateGroup,fcart,organization,ns2:organizations_common,ns2:organizations_common,organizations_common.contactEndDateGroup,Organization Information,Contact person,Contact end date,contactGroupList > contactGroup,contactEndDateGroup,structured date group,n,n,y,"","",organization contactEndDateGroup,""
fcart organization ns2:organizations_common contactStatus,fcart,organization,ns2:organizations_common,ns2:organizations_common,organizations_common.contactStatus,Organization Information,Contact person,Contact status,contactGroupList > contactGroup,contactStatus,string,n,n,y,vocabulary: contactstatus,"",organization contactStatus,""
